patient_alias,patient_id,volume_id,local_z,png_path,ct_shape_z,image_h,image_w,lung_area_px,lung_area_ratio,lung_bbox_y0,lung_bbox_x0,lung_bbox_y1,lung_bbox_x1,lung_center_y,lung_center_x,lung_z_min,lung_z_max,lung_z_pct,valid_lung_slice,slice_quality,image_lung_side_available,source_ct_path_hash_or_basename,source_roi_path_hash_or_basename,stage2_holdout_flag,notes
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,10,normal_patient_1/slices_png/z_010.png,253,512,512,8559,0.03265,55,17,385,488,225.44,195.12,0,250,0.04,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,11,normal_patient_1/slices_png/z_011.png,253,512,512,8559,0.03265,55,17,385,488,225.44,195.12,0,250,0.044,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,12,normal_patient_1/slices_png/z_012.png,253,512,512,10492,0.040024,51,17,388,488,230.86,196.48,0,250,0.048,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,13,normal_patient_1/slices_png/z_013.png,253,512,512,10492,0.040024,51,17,388,488,230.86,196.48,0,250,0.052,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,14,normal_patient_1/slices_png/z_014.png,253,512,512,12707,0.048473,48,17,388,498,231.75,195.69,0,250,0.056,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,15,normal_patient_1/slices_png/z_015.png,253,512,512,15601,0.059513,48,17,388,498,235.28,201.62,0,250,0.06,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,16,normal_patient_1/slices_png/z_016.png,253,512,512,15601,0.059513,48,17,388,498,235.28,201.62,0,250,0.064,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,17,normal_patient_1/slices_png/z_017.png,253,512,512,18841,0.071873,45,17,388,498,236.32,205.3,0,250,0.068,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,18,normal_patient_1/slices_png/z_018.png,253,512,512,18841,0.071873,45,17,388,498,236.32,205.3,0,250,0.072,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,19,normal_patient_1/slices_png/z_019.png,253,512,512,25660,0.097885,42,17,391,498,235.71,214.14,0,250,0.076,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,20,normal_patient_1/slices_png/z_020.png,253,512,512,25660,0.097885,42,17,391,498,235.71,214.14,0,250,0.08,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,21,normal_patient_1/slices_png/z_021.png,253,512,512,29693,0.11327,39,17,391,498,236.89,217.44,0,250,0.084,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,22,normal_patient_1/slices_png/z_022.png,253,512,512,29693,0.11327,39,17,391,498,236.89,217.44,0,250,0.088,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,23,normal_patient_1/slices_png/z_023.png,253,512,512,34016,0.129761,39,17,391,498,236.97,221.85,0,250,0.092,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,24,normal_patient_1/slices_png/z_024.png,253,512,512,38213,0.145771,39,21,394,498,237.42,224.99,0,250,0.096,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,25,normal_patient_1/slices_png/z_025.png,253,512,512,38213,0.145771,39,21,394,498,237.42,224.99,0,250,0.1,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,26,normal_patient_1/slices_png/z_026.png,253,512,512,42744,0.163055,39,21,394,498,237.31,226.88,0,250,0.104,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,27,normal_patient_1/slices_png/z_027.png,253,512,512,42744,0.163055,39,21,394,498,237.31,226.88,0,250,0.108,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,28,normal_patient_1/slices_png/z_028.png,253,512,512,52863,0.201656,36,21,394,498,235.83,228.39,0,250,0.112,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,29,normal_patient_1/slices_png/z_029.png,253,512,512,52863,0.201656,36,21,394,498,235.83,228.39,0,250,0.116,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,30,normal_patient_1/slices_png/z_030.png,253,512,512,58464,0.223022,36,21,394,498,235.74,228.87,0,250,0.12,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,31,normal_patient_1/slices_png/z_031.png,253,512,512,58464,0.223022,36,21,394,498,235.74,228.87,0,250,0.124,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,32,normal_patient_1/slices_png/z_032.png,253,512,512,64534,0.246178,36,21,394,498,235.23,230.14,0,250,0.128,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,33,normal_patient_1/slices_png/z_033.png,253,512,512,71602,0.27314,36,21,394,498,234.66,232.32,0,250,0.132,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,34,normal_patient_1/slices_png/z_034.png,253,512,512,71602,0.27314,36,21,394,498,234.66,232.32,0,250,0.136,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,35,normal_patient_1/slices_png/z_035.png,253,512,512,79735,0.304165,36,21,394,498,233.78,235.49,0,250,0.14,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,36,normal_patient_1/slices_png/z_036.png,253,512,512,79735,0.304165,36,21,394,498,233.78,235.49,0,250,0.144,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,37,normal_patient_1/slices_png/z_037.png,253,512,512,95833,0.365574,33,21,397,495,233.22,237.45,0,250,0.148,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,38,normal_patient_1/slices_png/z_038.png,253,512,512,95833,0.365574,33,21,397,495,233.22,237.45,0,250,0.152,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,39,normal_patient_1/slices_png/z_039.png,253,512,512,99673,0.380222,33,21,397,495,233.99,240.95,0,250,0.156,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,40,normal_patient_1/slices_png/z_040.png,253,512,512,99673,0.380222,33,21,397,495,233.99,240.95,0,250,0.16,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,41,normal_patient_1/slices_png/z_041.png,253,512,512,102911,0.392574,33,21,397,495,234.74,244.2,0,250,0.164,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,42,normal_patient_1/slices_png/z_042.png,253,512,512,103634,0.395332,36,21,397,495,234.87,244.27,0,250,0.168,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,43,normal_patient_1/slices_png/z_043.png,253,512,512,103634,0.395332,36,21,397,495,234.87,244.27,0,250,0.172,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,44,normal_patient_1/slices_png/z_044.png,253,512,512,103755,0.395794,36,21,397,495,234.75,243.4,0,250,0.176,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,45,normal_patient_1/slices_png/z_045.png,253,512,512,103755,0.395794,36,21,397,495,234.75,243.4,0,250,0.18,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,46,normal_patient_1/slices_png/z_046.png,253,512,512,104316,0.397934,36,21,400,495,234.59,242.82,0,250,0.184,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,47,normal_patient_1/slices_png/z_047.png,253,512,512,104316,0.397934,36,21,400,495,234.59,242.82,0,250,0.188,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,48,normal_patient_1/slices_png/z_048.png,253,512,512,104412,0.3983,36,21,400,491,234.58,242.62,0,250,0.192,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,49,normal_patient_1/slices_png/z_049.png,253,512,512,104412,0.3983,36,21,400,491,234.58,242.62,0,250,0.196,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
normal_patient_1,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,50,normal_patient_1/slices_png/z_050.png,253,512,512,104301,0.397877,39,21,400,491,234.83,242.52,0,250,0.2,True,ok,both,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,subset1_1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866__179f88da02,False,
